field_sample_parent_id	field_sample_id	archive_sample_id	library_id	Master.Depth..cm.	ArchiveSampleDepthCalTape	time	basedir	basename	aggregate_stat_files
CAM2208M	CAM22-08	LV3005273271	LV7009026487	NA	77.5	77.5	/projects/caeg/data/production/LV7/009/026/LV7009026487/20230927_AHNLW5DSX5	 Lib_LV7009026487	/projects/caeg/data/production/LV7/009/026/LV7009026487/20230927_AHNLW5DSX5/stats/metadmg/aggregate//Lib_LV7009026487_collapsed.stat.gz
CAM2208M	CAM22-08	LV3005273231	LV7009026488	NA	66	66	/projects/caeg/data/production/LV7/009/026/LV7009026488/20230927_AHNLW5DSX5	 Lib_LV7009026488	/projects/caeg/data/production/LV7/009/026/LV7009026488/20230927_AHNLW5DSX5/stats/metadmg/aggregate//Lib_LV7009026488_collapsed.stat.gz
CAM2208M	CAM22-08	LV3005273260	LV7009026495	NA	96.5	96.5	/projects/caeg/data/production/LV7/009/026/LV7009026495/20230927_AHNLW5DSX5	 Lib_LV7009026495	/projects/caeg/data/production/LV7/009/026/LV7009026495/20230927_AHNLW5DSX5/stats/metadmg/aggregate//Lib_LV7009026495_collapsed.stat.gz
CAM2208M	CAM22-08	LV3005272691	LV7009026496	NA	110.5	110.5	/projects/caeg/data/production/LV7/009/026/LV7009026496/20230927_AHNLW5DSX5	 Lib_LV7009026496	/projects/caeg/data/production/LV7/009/026/LV7009026496/20230927_AHNLW5DSX5/stats/metadmg/aggregate//Lib_LV7009026496_collapsed.stat.gz
CAM2208M	CAM22-08	LV3005273266	LV7009026497	NA	101	101	/projects/caeg/data/production/LV7/009/026/LV7009026497/20230927_AHNLW5DSX5	 Lib_LV7009026497	/projects/caeg/data/production/LV7/009/026/LV7009026497/20230927_AHNLW5DSX5/stats/metadmg/aggregate//Lib_LV7009026497_collapsed.stat.gz
CAM2208M	CAM22-08	LV3005273268	LV7009026498	NA	89.5	89.5	/projects/caeg/data/production/LV7/009/026/LV7009026498/20230927_AHNLW5DSX5	 Lib_LV7009026498	/projects/caeg/data/production/LV7/009/026/LV7009026498/20230927_AHNLW5DSX5/stats/metadmg/aggregate//Lib_LV7009026498_collapsed.stat.gz
CAM2208M	CAM22-08	LV3005273264	LV7009026499	NA	79	79	/projects/caeg/data/production/LV7/009/026/LV7009026499/20230927_AHNLW5DSX5	 Lib_LV7009026499	/projects/caeg/data/production/LV7/009/026/LV7009026499/20230927_AHNLW5DSX5/stats/metadmg/aggregate//Lib_LV7009026499_collapsed.stat.gz
CAM2208M	CAM22-08	LV3005273243	LV7009026500	NA	67.5	67.5	/projects/caeg/data/production/LV7/009/026/LV7009026500/20230927_AHNLW5DSX5	 Lib_LV7009026500	/projects/caeg/data/production/LV7/009/026/LV7009026500/20230927_AHNLW5DSX5/stats/metadmg/aggregate//Lib_LV7009026500_collapsed.stat.gz
CAM2208M	CAM22-08	LV3005272698	LV7009026508	NA	112	112	/projects/caeg/data/production/LV7/009/026/LV7009026508/20230927_AHNLW5DSX5	 Lib_LV7009026508	/projects/caeg/data/production/LV7/009/026/LV7009026508/20230927_AHNLW5DSX5/stats/metadmg/aggregate//Lib_LV7009026508_collapsed.stat.gz
CAM2208M	CAM22-08	LV3005273272	LV7009026509	NA	102.5	102.5	/projects/caeg/data/production/LV7/009/026/LV7009026509/20230927_AHNLW5DSX5	 Lib_LV7009026509	/projects/caeg/data/production/LV7/009/026/LV7009026509/20230927_AHNLW5DSX5/stats/metadmg/aggregate//Lib_LV7009026509_collapsed.stat.gz
CAM2208M	CAM22-08	LV3005273262	LV7009026510	NA	90.5	90.5	/projects/caeg/data/production/LV7/009/026/LV7009026510/20230927_AHNLW5DSX5	 Lib_LV7009026510	/projects/caeg/data/production/LV7/009/026/LV7009026510/20230927_AHNLW5DSX5/stats/metadmg/aggregate//Lib_LV7009026510_collapsed.stat.gz
CAM2208M	CAM22-08	LV3005273240	LV7009026512	NA	69	69	/projects/caeg/data/production/LV7/009/026/LV7009026512/20230927_AHNLW5DSX5	 Lib_LV7009026512	/projects/caeg/data/production/LV7/009/026/LV7009026512/20230927_AHNLW5DSX5/stats/metadmg/aggregate//Lib_LV7009026512_collapsed.stat.gz
CAM2208M	CAM22-08	LV3005272704	LV7009026520	NA	113.5	113.5	/projects/caeg/data/production/LV7/009/026/LV7009026520/20230927_AHNLW5DSX5	 Lib_LV7009026520	/projects/caeg/data/production/LV7/009/026/LV7009026520/20230927_AHNLW5DSX5/stats/metadmg/aggregate//Lib_LV7009026520_collapsed.stat.gz
CAM2208M	CAM22-08	LV3005273259	LV7009026521	NA	103.5	103.5	/projects/caeg/data/production/LV7/009/026/LV7009026521/20230927_AHNLW5DSX5	 Lib_LV7009026521	/projects/caeg/data/production/LV7/009/026/LV7009026521/20230927_AHNLW5DSX5/stats/metadmg/aggregate//Lib_LV7009026521_collapsed.stat.gz
CAM2208M	CAM22-08	LV3005273267	LV7009026522	NA	92	92	/projects/caeg/data/production/LV7/009/026/LV7009026522/20230927_AHNLW5DSX5	 Lib_LV7009026522	/projects/caeg/data/production/LV7/009/026/LV7009026522/20230927_AHNLW5DSX5/stats/metadmg/aggregate//Lib_LV7009026522_collapsed.stat.gz
CAM2208M	CAM22-08	LV3005273257	LV7009026523	NA	80.5	80.5	/projects/caeg/data/production/LV7/009/026/LV7009026523/20230927_AHNLW5DSX5	 Lib_LV7009026523	/projects/caeg/data/production/LV7/009/026/LV7009026523/20230927_AHNLW5DSX5/stats/metadmg/aggregate//Lib_LV7009026523_collapsed.stat.gz
CAM2208M	CAM22-08	LV3005273234	LV7009026524	NA	70.5	70.5	/projects/caeg/data/production/LV7/009/026/LV7009026524/20230927_AHNLW5DSX5	 Lib_LV7009026524	/projects/caeg/data/production/LV7/009/026/LV7009026524/20230927_AHNLW5DSX5/stats/metadmg/aggregate//Lib_LV7009026524_collapsed.stat.gz
